Strategy,Params,OOS_Expectancy_points,OOS_Max_Drawdown,OOS_Sharpe,OOS_Exposure,OOS_Win_Rate,OOS_Total_Trades,WF_Mean_Expectancy,WF_Consistency
BreakoutDonchian20,{'lookback': 20},-0.008598135914646534,0.024917132849150314,-7.727743563800442,0.02341530322327814,0.009650240031351034,350.0,-0.008174272103151109,1.7318414979466308
BollingerMeanReversion20,"{'window': 20, 'num_std': 2}",0.002773720329066031,0.009763927035889235,2.5364954197330434,0.02473792495346331,0.011462721661604782,307.0,0.00673626592155957,1.7949162551460869
BreakoutDonchianWithVolume,"{'lookback': 20, 'volume_lookback': 20}",-0.010708150954133801,0.02836838432368732,-10.179204530819685,0.019986283922798078,0.008131674341138434,312.0,-0.004824614906702896,2.6489431845041467
