entry_time,exit_time,regime,pnl_points,pnl_reais,side
2026-03-20 13:21:00,2026-03-20 13:29:00,trend,-5.5600000000004,-55.900000000004,short
2026-03-20 14:29:00,2026-03-20 14:51:00,trend,2.0399999999999636,20.099999999999635,long
2026-03-20 15:01:00,2026-03-20 15:02:00,transition,-5.059999999999491,-50.899999999994904,long
2026-03-20 15:06:00,2026-03-20 15:13:00,trend,-1.0,-10.3,short
2026-03-20 15:22:00,2026-03-20 15:23:00,transition,6.0900000000001455,60.60000000000146,short
2026-03-20 15:25:00,2026-03-20 15:27:00,trend,0.5199999999995271,4.899999999995271,long
2026-03-20 15:39:00,2026-03-20 15:40:00,transition,-2.019999999999527,-20.49999999999527,long
2026-03-20 15:47:00,2026-03-20 16:06:00,trend,3.0599999999994907,30.299999999994906,long
2026-03-20 16:06:00,2026-03-20 16:07:00,trend,0.019999999999527063,-0.10000000000472942,short
2026-03-20 16:07:00,2026-03-20 16:08:00,trend,1.0299999999997453,9.999999999997453,long
2026-03-20 16:08:00,2026-03-20 16:10:00,trend,-0.4899999999997817,-5.199999999997817,short
2026-03-20 16:10:00,2026-03-20 16:19:00,trend,-8.089999999999236,-81.19999999999236,long
2026-03-20 16:37:00,2026-03-20 16:40:00,range,3.050000000000182,30.20000000000182,short
2026-03-20 16:53:00,2026-03-20 17:02:00,range,-3.5299999999997453,-35.59999999999745,long
2026-03-20 17:10:00,2026-03-20 17:13:00,trend,1.5399999999999636,15.099999999999635,short
2026-03-20 17:44:00,2026-03-20 17:53:00,trend,1.5299999999997453,14.999999999997453,long
2026-03-20 17:54:00,2026-03-20 18:10:00,trend,-4.039999999999964,-40.69999999999963,long
2026-03-20 18:10:00,2026-03-20 18:16:00,trend,9.13000000000011,91.0000000000011,short
2026-03-20 18:18:00,2026-03-20 18:22:00,trend,16.230000000000473,162.00000000000472,short
2026-03-23 09:25:00,2026-03-23 09:30:00,range,-2.019999999999527,-20.49999999999527,long
2026-03-23 09:31:00,2026-03-23 09:32:00,range,1.5300000000006548,15.000000000006548,long
2026-03-23 09:37:00,2026-03-23 09:38:00,range,-0.4900000000006912,-5.200000000006912,long
2026-03-23 09:41:00,2026-03-23 09:42:00,range,8.11999999999989,80.89999999999891,short
2026-03-23 09:42:00,2026-03-23 09:48:00,range,-3.5299999999997453,-35.59999999999745,long
2026-03-23 10:06:00,2026-03-23 10:07:00,range,0.010000000000218279,-0.19999999999781726,short
2026-03-23 10:11:00,2026-03-23 10:13:00,range,-1.5100000000002183,-15.400000000002183,short
2026-03-23 10:14:00,2026-03-23 10:15:00,range,1.5399999999999636,15.099999999999635,short
2026-03-23 10:18:00,2026-03-23 10:19:00,range,-3.030000000000655,-30.60000000000655,short
2026-03-23 10:24:00,2026-03-23 10:25:00,range,-3.5299999999997453,-35.59999999999745,short
2026-03-23 10:26:00,2026-03-23 10:27:00,range,0.5200000000004366,4.900000000004366,short
2026-03-23 10:33:00,2026-03-23 10:37:00,range,8.11999999999989,80.89999999999891,short
2026-03-23 10:40:00,2026-03-23 10:44:00,range,0.5199999999995271,4.899999999995271,long
2026-03-23 10:46:00,2026-03-23 10:48:00,range,1.0299999999997453,9.999999999997453,long
2026-03-23 10:49:00,2026-03-23 10:55:00,range,8.61999999999989,85.89999999999891,long
2026-03-23 10:56:00,2026-03-23 10:57:00,range,-2.5200000000004366,-25.500000000004366,short
2026-03-23 11:02:00,2026-03-23 11:07:00,range,-0.5,-5.3,long
2026-03-23 11:08:00,2026-03-23 11:14:00,range,-7.079999999999927,-71.09999999999927,long
2026-03-23 11:18:00,2026-03-23 11:48:00,trend,1.5300000000006548,15.000000000006548,short
